fecha,medio_pago,id_transaccion,cliente_email,modalidad,monto
2021-04-01,mercadopago,598005c2b38b4cd4851477be1b700b31,julieta.herrera98@mail.com,mensual,3000.0
2021-04-06,mercadopago,331e55503f54481cbdbc235d5bc68913,catalina.herrera@mail.com,mensual,3000.0
2021-04-11,transferencia,d614d79b21f94890800156a3096d3da0,florencia.arias@mail.com,anual,30000.0
2021-04-28,efectivo,cdc5e634ec534c598a164a396930141d,gabriela.gomez33@mail.com,anual,30000.0
2021-05-01,efectivo,d5f2ea9ecdcd4907b9163d024833da5b,julieta.herrera@mail.com,mensual,3000.0
2021-05-04,transferencia,b9ce0c7eba3040fca76f12589245e9f2,catalina.herrera@mail.com,mensual,3000.0
2021-05-12,efectivo,12db5f1df3b34ddc80e6ac15b3c8ebed,tomas.navarro@mail.com,mensual,3000.0
2021-05-17,transferencia,4d1696fba57a4181b3c1d29ba609b624,maria.acosta47@mail.com,mensual,3000.0
2021-05-25,transferencia,f16727c4af7d4885aaae5f1e0dd01a2b,diego.vega@mail.com,mensual,3000.0
2021-05-25,efectivo,697f04ed604344eb906c55294d25b90c,mateo.moreno97@mail.com,mensual,3000.0
2021-05-26,transferencia,50cd1ecded084680bfa77e111caad235,diego.fernandez@mail.com,mensual,3000.0
2021-06-12,tarjeta_credito,03ba643270db49dd9c597b5cddf684d4,tomas.navarro79@mail.com,mensual,3000.0
2021-06-13,mercadopago,8cdedc3d54504a8680e64dad2fec2336,juan.gomez@mail.com,anual,30000.0
2021-06-13,mercadopago,12fef0a2260f418684806be612991302,maria.acosta@mail.com,mensual,3000.0
2021-06-15,transferencia,a29865e1c36e4ea6861190d58b133872,juan.munoz@mail.com,anual,30000.0
2021-06-23,transferencia,fa850c7b30aa48f6a41812e575a33dbe,agustina.perez@mail.com,anual,30000.0
2021-06-24,tarjeta_debito,4b34642da22a4b52a26eb839967e7cb5,joaquin.mendez@mail.com,anual,30000.0
2021-07-02,transferencia,3cb6348758fe411fbfb8c970ab51858b,pablo.ponce@mail.com,anual,30000.0
2021-07-05,mercadopago,8b6e413b77d2408486174d4e43258b5a,catalina.moreno92@mail.com,anual,30000.0
2021-07-14,tarjeta_credito,9d8ff797bec742da970e54987337230b,micaela.herrera13@mail.com,anual,30000.0
2021-07-21,transferencia,8b63818a0e734bc18988647b0289711a,guido.ortiz@mail.com,anual,30000.0
2021-08-19,transferencia,77b0895da1084128a3c0af7d097c8e7d,gabriela.vazquez@mail.com,mensual,3000.0
2021-08-20,tarjeta_debito,bc269fee8da94fa3baea0364f9b31305,florencia.herrera@mail.com,mensual,3000.0
2021-08-21,efectivo,1e7724360cef45aa89f1c51bec60b8b9,camila.herrera@mail.com,mensual,3000.0
2021-08-24,efectivo,24ce129843d04f9b8882ed7984a514fa,guido.rojas@mail.com,mensual,3000.0
2021-09-02,transferencia,ea31a0b588ad42ea88ad335d0a312f98,paula.fernandez@mail.com,mensual,3000.0
2021-09-15,tarjeta_credito,41a960e1051a432bbe1c13b3fdeb7fa3,florencia.herrera@mail.com,mensual,3000.0
2021-09-16,tarjeta_debito,c473d0dc589b452db685f1b84f63140a,gabriela.vazquez92@mail.com,mensual,3000.0
2021-09-18,tarjeta_credito,3cbcb7f90ae3468cb4dfc3f625ce07b9,camila.herrera@mail.com,mensual,3000.0
2021-09-25,mercadopago,6847dd544f3f495f857d2b91018ce7c4,juan.castro@mail.com,anual,30000.0
2021-09-26,mercadopago,4a6d7381bcd543bf8f0490b5955f4fe8,lucia.cabrera61@mail.com,anual,30000.0
2021-09-27,mercadopago,1c2db68bd20f47449e2f8fa6ababb32e,guido.rojas@mail.com,mensual,3000.0
2021-09-29,tarjeta_debito,1f6e58568a024a008fb5ade5d8482c63,sofia.diaz4@mail.com,anual,30000.0
2021-10-01,efectivo,39842311cdf6438db89124053853daa3,paula.fernandez@mail.com,mensual,3000.0
2021-10-01,mercadopago,e87736db60434a529822c86b58119123,agustina.diaz@mail.com,mensual,3000.0
2021-10-02,efectivo,c5ab6223f5694b649ce22211cf6d5059,sofia.molina14@mail.com,mensual,3000.0
2021-10-25,efectivo,b3c818069b0d4bdfafcdba08e0772ee3,victoria.rojas79@mail.com,mensual,3000.0
2021-11-11,tarjeta_credito,c378034e10734736abd2f9407a778bb8,camila.benitez@mail.com,mensual,3000.0
2021-11-13,transferencia,e3b1adb509e348939a1e3844220905e4,leandro.moreno7@mail.com,anual,30000.0
2021-11-22,tarjeta_debito,02d2439da13c47918c77a2c20a679bfb,lucas.molina@mail.com,anual,30000.0
2021-11-30,tarjeta_debito,4edb72d05f404d8ea1ddafff3b9ab121,franco.ponce@mail.com,mensual,3000.0
2021-12-01,efectivo,e90dfd6ccb46449587f64b7bf4a7ce1e,victoria.rojas@mail.com,mensual,3000.0
2021-12-06,tarjeta_credito,3a0be00b73f14d5ca451f8c57e5865db,camila.moreno92@mail.com,mensual,3000.0
2021-12-10,efectivo,8c01d76ec76b47fa8528adf4ecf0214a,lucia.diaz64@mail.com,mensual,3000.0
2021-12-28,tarjeta_credito,3c0bda9a228f40f49883f5c8097e990a,joaquin.vazquez@mail.com,mensual,3000.0
2021-12-28,tarjeta_debito,f7f4cea087cd4c97bc192b25cb7647c5,paula.sosa20@mail.com,anual,30000.0
2022-01-01,tarjeta_credito,7971505e77ba4e5eb66b951f3e52bde5,julieta.molina67@mail.com,anual,30000.0
2022-01-02,tarjeta_debito,7d8015b99004403faa00f58e1a2f26f3,noelia.ortiz@mail.com,anual,30000.0
2022-01-05,transferencia,88dbe48201ad40a69d6db2156466448d,micaela.mendez@mail.com,anual,30000.0
2022-01-07,mercadopago,e177382dd885488b92673cc225fdb375,camila.benitez@mail.com,mensual,3000.0
2022-01-10,mercadopago,5dd655198f734dbf9cdf05e83027df41,franco.vega86@mail.com,mensual,3000.0
2022-01-11,transferencia,5ead6e65a1ab4dec9c587a9ee03635de,pablo.molina@mail.com,anual,30000.0
2022-01-11,tarjeta_debito,c7b078d934b643bb853e8d76d1f7d699,sofia.moreno31@mail.com,anual,30000.0
2022-01-27,tarjeta_debito,2c4d410bf8a84777b8b85b49fcfa0d37,camila.moreno@mail.com,mensual,3000.0
2022-01-28,tarjeta_credito,f7aa718d7f764ebebc52c0fbd98fd4b4,joaquin.vazquez@mail.com,mensual,3000.0
2022-01-29,transferencia,851b24d7a9694673a2a2303679faf9e6,nicolas.diaz@mail.com,mensual,3000.0
2022-01-30,efectivo,17668869566b4e4c96b5709d86743248,pablo.ramos@mail.com,mensual,3000.0
2022-02-01,transferencia,d32840f1932f416598d2ff87a644fda6,florencia.diaz@mail.com,mensual,3000.0
2022-02-10,efectivo,3a4c439c3a604b17b9da35773b35dce6,franco.vega@mail.com,mensual,3000.0
2022-02-10,efectivo,debfeb466f5049b4b078625761d02bc7,victoria.munoz@mail.com,anual,30000.0
2022-02-11,tarjeta_debito,c6958d3b5aa74ecdb58328d5b7de697a,emilia.campos@mail.com,mensual,3000.0
2022-02-21,mercadopago,531a614d6b6a4f3c91a0120bc77faab0,catalina.sosa@mail.com,mensual,3000.0
2022-02-28,tarjeta_credito,234808b8dd734a4a91bc8679017063df,nicolas.diaz79@mail.com,mensual,3000.0
2022-03-04,efectivo,4a556758598f4c548a7dff3c91d4b3db,pablo.ramos@mail.com,mensual,3000.0
2022-03-06,tarjeta_debito,f7144b1d9d1a47e29fe29b3e2af89653,florencia.diaz@mail.com,mensual,3000.0
2022-03-09,tarjeta_credito,9dcd76acc1b7468fb73057fe215ddab9,lucas.campos11@mail.com,mensual,3000.0
2022-03-14,tarjeta_credito,4d59dbee17cd434aaead31de590ca18d,pablo.rojas88@mail.com,anual,30000.0
2022-03-15,mercadopago,6a04144af48d40a6b56719d1c695f9a2,emilia.campos@mail.com,mensual,3000.0
2022-03-24,transferencia,bb894662b3374fb199955b5ff7f04877,catalina.sosa71@mail.com,mensual,3000.0
2022-03-27,tarjeta_debito,afce90d5cfb1470ca2be1afbef90f0e7,victoria.ortiz55@mail.com,mensual,3000.0
2022-03-27,mercadopago,d128d6f957d64eb78b2488acb88ae0b2,juan.perez@mail.com,anual,30000.0
2022-04-06,mercadopago,b657b0d48f3d4b4e83f11ba6dde9ddc0,micaela.sosa65@mail.com,anual,30000.0
2022-04-09,mercadopago,3873522cebb6481fa7e8728fa874762c,lucas.campos34@mail.com,mensual,3000.0
2022-04-16,tarjeta_credito,c147709c3e14418591a156a61220051d,valentina.ponce@mail.com,mensual,3000.0
2022-04-19,tarjeta_debito,2f15da51e7dc482ca68e949c22b320bb,catalina.moreno@mail.com,mensual,3000.0
2022-04-21,tarjeta_credito,6353be3de66946b3958bd8a5b6d0c174,victoria.ortiz89@mail.com,mensual,3000.0
2022-04-25,tarjeta_debito,9077a16affc74d898ecc0c2da6f9fae4,paula.dominguez@mail.com,mensual,3000.0
2022-05-10,tarjeta_credito,80780f6682c24ae6bf57130cfd23c3a2,diego.fernandez@mail.com,anual,30000.0
2022-05-15,mercadopago,4bdf34a1141c404e845e485d57eabe47,diego.vega14@mail.com,anual,30000.0
2022-05-16,mercadopago,f780883b097d41bf9fe9221e04c3d9aa,valentina.ponce71@mail.com,mensual,3000.0
2022-05-25,tarjeta_debito,fcc33714617e4444aa945f721e40f9c5,paula.dominguez@mail.com,mensual,3000.0
2022-05-28,mercadopago,8f64f55be8f34fff867b66968aea0275,julieta.herrera@mail.com,anual,30000.0
2022-05-30,efectivo,624b1da5656e4e54a03c624b220c3656,maria.acosta@mail.com,anual,30000.0
2022-05-30,efectivo,0e6e2ccf236e4c64a03d27d8cf7b62b2,tomas.navarro@mail.com,anual,30000.0
2022-06-01,tarjeta_credito,edf31616f7f046ffa94f1323f6c3558a,paula.diaz@mail.com,mensual,3000.0
2022-06-03,transferencia,5270b3f421ef479ea0fed4756b28c3cd,juan.cabrera82@mail.com,mensual,3000.0
2022-06-08,mercadopago,a00111d1992e4e38a07443d7c8b58b8b,catalina.moreno@mail.com,mensual,3000.0
2022-06-19,mercadopago,fa8694c10d3e44698e519ee5b9a0ed51,valentina.munoz2@mail.com,mensual,3000.0
2022-06-20,mercadopago,cee54ac939a84948992dc4ab9a5a8d93,mateo.moreno@mail.com,anual,30000.0
2022-06-26,tarjeta_credito,f7ba4acddbb6406bac94f09b27154e8b,agustina.munoz@mail.com,mensual,3000.0
2022-06-30,tarjeta_credito,39ad803f6f754476a62919d1b14e771f,paula.diaz@mail.com,mensual,3000.0
2022-07-04,transferencia,8a2ffedca2734d0487fcb607ff8a4997,juan.cabrera@mail.com,mensual,3000.0
2022-07-08,tarjeta_credito,bf618b887fed467eb5aa74c76abae207,joaquin.castro50@mail.com,mensual,3000.0
2022-08-01,tarjeta_debito,529272465e5c41ba9ef82b0303f95b27,pablo.gomez@mail.com,anual,30000.0
2022-08-02,efectivo,2ec45978fa2b433cbdc4a19d4ee1e49c,lucia.ortiz@mail.com,mensual,3000.0
2022-08-03,transferencia,9f04f15e268d4c91984ea2c9de74bc7d,lucia.ortiz@mail.com,mensual,3000.0
2022-08-29,transferencia,4288fff3c29f40668bb3e9fabd0ab81d,florencia.benitez@mail.com,mensual,3000.0
2022-09-03,transferencia,e12c47c0d9a04e0d8825d0564e6da44b,paula.benitez87@mail.com,mensual,3000.0
2022-09-05,tarjeta_debito,9e464cc71a48401ca82459a02928a33e,gabriela.vazquez@mail.com,anual,30000.0
2022-09-08,tarjeta_debito,9a2d8e81398445a5b61d61b3bc5bdbb9,florencia.gomez@mail.com,mensual,3000.0
2022-09-10,tarjeta_debito,1bd91142093946a098a044004c591765,florencia.herrera@mail.com,anual,30000.0
2022-09-10,tarjeta_credito,c66f6fe5c8f54c19b94b1eaf6701ab04,camila.herrera27@mail.com,anual,30000.0
2022-09-11,tarjeta_debito,181b50a5f68d4b26b9351649ddee94a0,lucas.munoz@mail.com,mensual,3000.0
2022-09-15,mercadopago,3875f1077dea4557ad6938f478b147da,florencia.gomez@mail.com,mensual,3000.0
2022-09-19,transferencia,f230e134248d40dd87a94b5e48dbeb61,agustina.diaz92@mail.com,anual,30000.0
2022-09-21,efectivo,a3fe766bbba349e297fdfda83c1978f6,sofia.molina31@mail.com,anual,30000.0
2022-09-27,efectivo,f1aa2e3e1b034cfa9e187cfc0547e3e0,paula.fernandez@mail.com,anual,30000.0
2022-10-05,transferencia,a8ad91fe66054d7a9ad575f8ca886aa4,paula.benitez@mail.com,mensual,3000.0
2022-10-06,efectivo,74a1a37ad6994d21a72e75c7d58851e8,lucas.munoz@mail.com,mensual,3000.0
2022-10-09,tarjeta_debito,c24d116589f940b7865e271e21a5d272,florencia.gomez@mail.com,mensual,3000.0
2022-10-13,efectivo,c1e05fb78aeb4ab5884634348e57a86f,emilia.ortiz@mail.com,anual,30000.0
2022-10-18,tarjeta_credito,a83ad8e05b7c4971ad545ddaf039a248,florencia.gomez88@mail.com,mensual,3000.0
2022-10-19,efectivo,46fc9f157b0e4eda9acb078ae3f7d120,tomas.mendez11@mail.com,anual,30000.0
2022-11-02,efectivo,691e3b1fd39e4162a032c295082de110,bruno.arias39@mail.com,anual,30000.0
2022-11-04,efectivo,24e861f9a270460e9e59505ba3a3c0b5,lucas.molina@mail.com,mensual,3000.0
2022-11-15,efectivo,b324c45d018e4952b33250fdfe491218,victoria.rojas@mail.com,anual,30000.0
2022-11-15,tarjeta_credito,c82fbf90b4144e23bb86268e0d45061f,lucas.molina86@mail.com,anual,30000.0
2022-11-22,efectivo,090ae92a252c4d94884d0a4d4830ea8a,franco.ponce@mail.com,anual,30000.0
2022-11-24,mercadopago,a9b6d5bf95704bb6b273d0ea9595e3ac,lucia.diaz@mail.com,anual,30000.0
2022-11-25,efectivo,df36c6016e2e47f18290fe98ccdab4ff,camila.benitez@mail.com,anual,30000.0
2022-11-26,mercadopago,b4833241735745edac79932024cb53d8,mateo.campos@mail.com,mensual,3000.0
2022-12-27,tarjeta_credito,314fa550936d4c11acc47ced43f8f7ad,mateo.campos54@mail.com,mensual,3000.0
2022-12-28,tarjeta_debito,c4cfd706391646e58553666da759e0c7,julieta.molina@mail.com,anual,30000.0
2023-01-09,efectivo,47b20dfbc80a44f394ef8aa365c7c12d,nicolas.torres@mail.com,mensual,3000.0
2023-01-11,mercadopago,225ab780613844ea8201bfa2188008ea,joaquin.vazquez@mail.com,anual,30000.0
2023-01-13,efectivo,0a831c6443c34f09a1423b51795af230,florencia.navarro@mail.com,mensual,3000.0
2023-02-01,efectivo,8534e895f67f481d9875796e67cf63a7,franco.vega5@mail.com,anual,30000.0
2023-02-04,mercadopago,5591faa29e164355ac009a63c88269e4,victoria.munoz13@mail.com,anual,30000.0
2023-02-07,tarjeta_credito,b20a459a06ad493d99e55221cce6d4d3,nicolas.torres@mail.com,mensual,3000.0
2023-02-14,tarjeta_debito,775e7a33fdbd40f68ac459fd96267ed7,pablo.cabrera@mail.com,anual,30000.0
2023-02-15,tarjeta_debito,90b90f13c3e74370a3857d43fe2f9c75,pablo.ramos47@mail.com,anual,30000.0
2023-02-17,mercadopago,81251c2ed9b948d58d3b87064acd756a,florencia.diaz@mail.com,anual,30000.0
2023-03-01,tarjeta_debito,a792177380a9424e81bdcc747d5b9f0a,guido.torres@mail.com,anual,30000.0
2023-03-06,tarjeta_credito,b344e6c8c30a4bda95855968abdecc04,leandro.benitez@mail.com,anual,30000.0
2023-03-07,transferencia,4a97939a506342c7af2e9f86eb7d1ca3,emilia.campos@mail.com,anual,30000.0
2023-03-13,transferencia,a15226868ea249478b0fc0839447b047,noelia.ibarra62@mail.com,mensual,3000.0
2023-03-16,transferencia,6c6bc232df164f038c2d9b8fbc32c356,juan.perez@mail.com,anual,30000.0
2023-03-20,transferencia,6581ee2caa4340cfa895a504a88be12c,nicolas.diaz@mail.com,anual,30000.0
2023-03-20,efectivo,14fba1b58a224a108263d41ce8468e5c,catalina.sosa@mail.com,anual,30000.0
2023-03-21,transferencia,692b637626f44ed0a6b930c00b44d333,lucia.cabrera@mail.com,anual,30000.0
2023-03-31,transferencia,55566fe90b8241dea0c2848c2a717732,lucas.campos@mail.com,anual,30000.0
2023-04-12,tarjeta_debito,ae5681dad8e948659ebfb56c717a467b,noelia.ibarra@mail.com,mensual,3000.0
2023-04-14,tarjeta_debito,e76c07e49092401b90827edbd7af49bb,maria.vazquez@mail.com,anual,30000.0
2023-04-23,transferencia,4eff91e1245b44a8b1284b9e29e04bce,victoria.ortiz@mail.com,anual,30000.0
2023-05-01,transferencia,b13f5b0eff5642d9ba0a48eba6c6beb6,catalina.moreno@mail.com,anual,30000.0
2023-05-12,mercadopago,ea1fe17657b14b7aaf2e8cb886897d81,valentina.ponce79@mail.com,anual,30000.0
2023-05-16,tarjeta_credito,6800f6f2e13f4eb3a210355febb41501,paula.dominguez@mail.com,anual,30000.0
2023-05-22,tarjeta_credito,37dee6dcdd294982b2c606912169be3c,juan.gomez@mail.com,mensual,3000.0
2023-05-24,tarjeta_credito,338d4307df024bfb8f8b4923867b79ca,valentina.romero@mail.com,mensual,3000.0
2023-06-04,mercadopago,c12cda3aaa604ac388051abe680326f8,paula.cabrera83@mail.com,anual,30000.0
2023-06-05,tarjeta_credito,5fa85d56a4b847cfa220b903e6ba4c84,valentina.munoz@mail.com,anual,30000.0
2023-06-20,tarjeta_credito,0ccb8c3cdf28497f96f7fdea7c1fe681,juan.gomez25@mail.com,mensual,3000.0
2023-06-20,mercadopago,7e093f1d5a01435fb549a78cd83b7a5d,agustina.munoz@mail.com,anual,30000.0
2023-06-25,mercadopago,fc73bc4b9a16434db189e6f88c0765c2,julieta.ibarra@mail.com,mensual,3000.0
2023-06-26,efectivo,4c48b37cd5b94f4a9af83f17bfb3e744,juan.cabrera@mail.com,anual,30000.0
2023-06-26,efectivo,2a0941abb6fd4d0faadfc7826b405c1f,joaquin.castro@mail.com,anual,30000.0
2023-06-30,tarjeta_credito,536dada571154808be0500c03eb2cfdb,valentina.romero@mail.com,mensual,3000.0
2023-07-01,tarjeta_debito,7678671b2c434ad9b7d7b22f1f5a12cb,paula.diaz@mail.com,anual,30000.0
2023-07-05,tarjeta_debito,cae9aa831d8645d68d6fa9d87dc2ce33,catalina.gomez@mail.com,mensual,3000.0
2023-07-08,tarjeta_debito,c24af194ea6d43d0948acd9cbc975c76,diego.luna@mail.com,anual,30000.0
2023-07-13,tarjeta_credito,a80d63ddcb8b482ea1d6bd2e393b8a22,sofia.vega97@mail.com,mensual,3000.0
2023-07-22,efectivo,fda9c8baf5ae44bc9058100c19b38d5d,lucia.ortiz@mail.com,anual,30000.0
2023-07-23,transferencia,d76c90c4587e45399b275504ec8147dd,mateo.mendez@mail.com,anual,30000.0
2023-07-31,mercadopago,cecf520d2c41426aae0c34c90471afb2,pablo.gomez@mail.com,anual,30000.0
2023-08-07,transferencia,b852a5b30128479cbe92b12dd89bfa4b,tomas.ponce@mail.com,mensual,3000.0
2023-08-12,transferencia,1480e988c1b04fbb96af89180308ef8d,gabriela.ibarra65@mail.com,mensual,3000.0
2023-08-23,tarjeta_credito,4c085ade0929466cb198fbdeaade561a,florencia.benitez91@mail.com,anual,30000.0
2023-09-01,transferencia,ca91ce37bbd4438988ef946ca1cc2d4d,mateo.vega@mail.com,mensual,3000.0
2023-09-09,mercadopago,0ae2f124b41d439c9cba8929a0bd012a,gabriela.ibarra@mail.com,mensual,3000.0
2023-09-10,tarjeta_credito,f41c5bab79db4290b7e49ef63ef6b6bf,nicolas.acosta@mail.com,anual,30000.0
2023-09-12,efectivo,e05f2e45bbd14910b7f363ffd3136a1f,tomas.ponce89@mail.com,mensual,3000.0
2023-09-12,efectivo,b988b099353946f5addd523128fd80f3,tomas.mendez54@mail.com,anual,30000.0
2023-09-12,mercadopago,52164fae02b64f42a9b26d7d3ef1dd2e,tomas.luna@mail.com,mensual,3000.0
2023-09-26,efectivo,e2773fe4e25e4af7be7ed400a24956a1,maria.dominguez49@mail.com,anual,30000.0
2023-09-26,transferencia,92163e10c3c345f9ac8949599097fe5e,juan.ortiz@mail.com,mensual,3000.0
2023-09-28,tarjeta_credito,d53ea4709a4244cf9c2cf92857d63ed5,paula.benitez@mail.com,anual,30000.0
2023-09-29,tarjeta_debito,0d42d8a6e59b4477b360242ff4b7a694,lucia.ponce@mail.com,mensual,3000.0
2023-09-30,mercadopago,afe72943ec634e32af91829221cf88b3,florencia.gomez@mail.com,anual,30000.0
2023-10-03,efectivo,758d1c60741c44d99af320209e6325e9,pablo.molina@mail.com,anual,30000.0
2023-10-03,mercadopago,9507d896df064e38ad66a99e8ec3f54b,emilia.ortiz67@mail.com,anual,30000.0
2023-10-03,mercadopago,9b43e1d115194a869ee7b7437518b47c,lucas.munoz@mail.com,anual,30000.0
2023-10-11,tarjeta_credito,344ef31986ee4f2fb1d22611f0c2472c,camila.ramos47@mail.com,mensual,3000.0
2023-10-14,efectivo,244f3e7a94814efc8eefdefbdfc4076a,paula.sosa@mail.com,anual,30000.0
2023-10-23,tarjeta_debito,8cfe67ac03ff4a9589168238b1588c81,bruno.arias71@mail.com,anual,30000.0
2023-10-28,mercadopago,a33407b3096f4fc785062d2afb0a569a,micaela.ruiz96@mail.com,mensual,3000.0
2023-10-29,transferencia,489badf8234844429054a5dd3990cbb7,lucas.molina@mail.com,anual,30000.0
2023-11-02,tarjeta_credito,bad5a7815b354b81826c2e8ebaf2ef7a,lucia.ponce@mail.com,mensual,3000.0
2023-11-09,mercadopago,293e3972c24946e1a2e1609eb963b821,camila.ramos25@mail.com,mensual,3000.0
2023-11-09,transferencia,3e8d5f3754124416b3780830f564242d,diego.vazquez@mail.com,anual,30000.0
2023-11-27,mercadopago,4cae9214a569449881efc30435db2487,nicolas.fernandez@mail.com,mensual,3000.0
2023-12-04,tarjeta_debito,e2b2a6c424d64e2983a5858ca616b10d,guido.mendez@mail.com,mensual,3000.0
2023-12-06,tarjeta_credito,a7214efb65614b6fb37587da2f7c766b,pablo.campos25@mail.com,mensual,3000.0
2023-12-15,efectivo,9e435794d5b445ca9bee1827793b4f05,micaela.ruiz38@mail.com,mensual,3000.0
2023-12-21,transferencia,864f0232c5b14df98867a53174fc4bf6,mateo.campos@mail.com,anual,30000.0
2023-12-24,tarjeta_debito,18e2658d3f4a4f2f90276dcab90045c0,micaela.fernandez@mail.com,mensual,3000.0
2023-12-30,efectivo,60232f69c0c94ba6a0fc1d1a3743c34a,nicolas.fernandez@mail.com,mensual,3000.0
2024-01-03,mercadopago,2cf9f8c3a5d044708fe67fe7b5d88338,guido.mendez@mail.com,mensual,3000.0
2024-01-04,tarjeta_credito,e66f3d4b5133422b93310b159af64a6d,pablo.campos82@mail.com,mensual,3000.0
